G31938,866,326,252
G31939,322,162,67
G31941,641,252,158
G31943,4668,1838,1424
G31945,1100,420,359
G31946,1069,501,242
G31947,5098,1815,1568
G31948,1992,724,649
G32001,2597,834,780
G32002,1718,604,546
G32003,1634,517,501
G32004,1220,492,276
G32005,1522,521,416
G32006,2396,1080,567
G32007,236,72,75
G32008,4299,1761,1032
G32009,1534,637,366
G32011,998,429,139
G32012,1100,534,198
G32013,3481,932,1281
G32014,1877,720,526
G32015,1059,474,255
G32016,2908,917,908
G32017,2631,1110,625
G32018,1188,532,306
G32101,1492,516,430
G32104,2225,947,571
G32106,1767,762,446
G32107,2534,1021,692
G32109,799,304,246
G32112,1659,651,486
G32114,2873,1163,888
G32115,1055,423,289
G32116,1775,596,679
G32119,1768,762,468
G32131,5705,2226,1714
G32132,1677,618,472
G32134,2369,864,832
G32135,11843,3531,4050
G32139,1075,405,328
G32141,2980,1235,757
G32142,6007,1731,2269
G32143,1150,449,348
G32202,953,423,206
G32203,1370,576,268
G32206,1070,492,233
G32207,2349,928,479
G32209,1242,560,257
G32212,802,324,196
G32214,781,319,190
G32216,2322,919,506
G32217,1184,533,212
G32219,2196,830,546
G32221,1042,434,236
G32222,474,213,114
G32223,842,343,211
G32301,2570,840,919
G32302,598,313,88
G32304,2120,775,574
G32305,3602,1538,932
G32306,2415,927,721
G32307,3229,1113,1012
G32308,1036,354,274
G32309,1383,793,234
G32311,1137,473,305
G32312,852,381,188
G32313,2567,907,917
G32314,2349,1122,478
G32315,1882,931,429
G32316,3016,1224,905
G32317,854,328,251
G32318,2169,908,521
G32319,2221,789,733
G32321,583,258,122
G32322,424,196,112
G32323,1954,697,614
G32324,382,148,91
G32325,994,472,240
G32326,813,409,188
G32327,3732,1507,980
G32331,1272,452,407
G32332,1463,526,461
G32333,912,366,280
G32334,869,442,176
G32335,1266,569,308
G32336,1498,535,462
G32337,3254,1380,807
G32338,1609,708,491
G32401,2660,952,796
G32402,3968,1365,1142
G32403,3696,1033,1305
G32404,8296,2975,2497
G32405,2129,727,598
G32406,5506,2124,1515
G32407,678,238,176
G32408,19756,4728,8540
G32409,1269,485,401
G32411,1597,594,436
G32412,2905,746,1134
G32413,1332,496,404
G32415,5361,1465,2026
G32416,6996,1667,2695
G32417,533,199,174
G32418,1493,524,413
G32419,12242,4080,3510
G32421,2071,548,871
G32423,1303,376,489
G32424,1275,506,339
G32501,1646,628,373
G32502,1388,628,312
G32503,293,112,89
G32504,1030,421,283
G32505,1535,694,325
G32506,729,310,204
G32508,3791,1622,884
G32509,1150,572,254
G32511,443,171,102
G32514,540,242,135
G32515,1248,509,269
G32516,1497,614,328
G32517,924,441,156
G32518,852,372,240
G32519,711,371,132
G32521,1447,539,380
G32522,1074,484,201
G32523,696,311,188
G32524,1238,454,392
G32525,1650,724,340
G32528,848,332,207
G32529,1049,447,223
G40402,1953,622,317
G40403,418,183,75
G40404,11793,3294,2905
G40405,2055,717,426
G40406,1803,639,387
G40407,1560,653,270
G40408,730,251,154
G40409,854,280,207
G40411,471,146,109
G40412,1024,389,216
G40413,2386,934,413
G40414,2196,579,577
G40415,1141,398,166
G40416,497,197,108
G40417,911,358,216
G40418,3527,1327,731
G40419,2122,947,387
G40421,3721,1158,803
G40422,1642,524,322
G40423,942,308,259
G40424,762,339,136
G40425,1257,429,296
G40426,2281,796,498
G40427,1729,704,336
G40428,2416,733,491
G40429,759,322,143
G40431,766,279,168
G40432,1288,548,203
G40433,770,347,124
G40434,768,289,137
G40435,317,171,42
G40436,1658,566,313
G40437,2290,790,507
G40438,1839,560,472
G40439,474,104,168
G40441,2845,1008,675
G40442,748,287,159
G40443,1611,536,356
G40444,564,216,90
G40445,448,147,79
G40446,1144,432,216
G40501,4536,1426,1394
G40502,1644,507,521
G40503,2892,784,872
G40504,1845,609,505
G40505,1089,355,306
G40506,3380,1309,924
G40507,1583,580,412
G40508,2241,842,542
G40509,1487,534,413
G40511,1741,581,553
G40512,1293,496,284
G40601,5999,1643,2056
G40602,1520,491,442
G40603,2195,663,685
G40604,2240,695,705
G40605,947,229,368
G40606,513,219,121
G40607,1662,544,536
G40608,2554,912,574
G40609,2272,688,697
G40611,1376,473,279
G40612,2579,750,879
G40613,785,301,166
G40614,4241,1405,1253
G40615,2324,557,811
G40616,1151,404,332
G40617,1133,395,277
G40618,2288,819,530
G40619,1573,652,390
G40621,1811,714,372
G40622,1657,485,639
G40623,1077,295,358
G40624,3435,1007,1056
G40625,838,234,224
G40626,1272,378,348
G40627,2307,795,686
G40701,7777,2225,2424
G40702,6057,1593,1627
G40703,10690,2552,3085
G40704,6344,1809,2152
G40705,9936,2241,3039
G40706,1457,426,363
G40707,1612,527,508
G40708,2143,660,668
G40709,604,121,294
G40711,7152,2092,2146
G40712,563,125,223
G40713,4044,1186,1258
G40714,2936,997,862
G40715,1614,481,436
G40716,873,230,247
G40717,2123,672,480
G40718,1337,329,455
G40719,3733,1087,1090
G40801,661,206,184
G40802,3022,877,846
G40803,1910,630,492
G40804,887,387,188
G40805,1877,671,481
G40806,2852,911,757
G40807,1146,369,326
G40808,3519,1022,1119
G40809,1637,473,543
G40811,1222,422,361
G40812,2007,646,511
G40813,1040,425,260
G40814,1161,374,333
G40815,1033,370,253
G40816,1901,746,437
G40817,1323,502,335
G40818,1095,314,280
G40819,1760,569,502
G40821,787,246,244
G40822,1430,464,410
G40823,820,345,201
G40824,1753,608,442
G40825,1015,312,315
G40826,423,186,109
G40827,2412,804,650
G40828,900,316,227
G40829,1648,601,367
G40831,2881,1003,788
G40832,2356,745,705
G40833,1297,379,381
G40834,656,250,155
G40901,512,169,106
G40902,2877,954,611
G40903,737,235,193
G40904,1505,511,414
G40905,3221,786,1059
G40906,839,245,262
G40907,4667,1439,1333
G40908,4457,1328,1437
G40909,2775,935,752
G40911,374,106,125
G40912,3942,1324,967
G40913,2110,771,488
G40914,515,199,110
G40915,1473,467,337
G40916,275,104,45
G40917,2200,604,651
G40918,1741,582,323
G40919,675,221,200
G40921,662,202,133
G40922,2293,777,593
G40923,1890,508,448
G41001,929,287,312
G41002,10749,3464,2876
G41003,4686,1527,1279
G41004,694,237,189
G41005,8013,2177,2509
G41006,1072,312,342
G41007,4534,1574,1262
G41008,1400,438,471
G41009,2002,652,545
G41011,2535,832,816
G41012,20266,5146,6985
G41013,5014,1304,1736
G41014,4660,1101,1447
G41015,1620,471,503
G41016,1596,508,514
G41017,5365,1557,1818
G41018,1460,455,407
G41019,3104,1148,821
G41021,16147,4565,4758
G41022,4630,1078,1867
G41101,975,341,289
G41102,1138,361,368
G41103,1318,504,326
G41104,813,278,164
G41105,2396,767,601
G41106,2381,645,829
G41107,730,264,195
G41108,1773,637,361
G41109,1978,633,681
G41111,3621,854,1313
G41112,1363,409,309
G41113,1293,513,297
G41114,2802,1031,755
G41115,1360,483,330
G41116,6121,1754,1981
G41117,756,215,235
G41118,3318,882,1166
G41119,1676,623,346
G41121,548,183,142
G41122,724,223,168
G41123,1416,516,412
G41124,3998,1124,1393
G41125,2295,773,575
G41126,1136,346,294
G41201,592,203,150
G41202,813,289,147
G41203,2260,799,439
G41204,2702,932,575
G41205,612,214,133
G41206,433,146,124
G41207,1099,315,180
G41208,926,275,192
G41209,1725,572,470
G41211,579,238,129
G41212,1060,427,210
G41213,1821,650,367
G41214,1847,604,373
G41215,1955,769,348
G41216,263,66,90
G41217,530,191,118
G41218,1868,587,539
G41219,1148,340,200
G41221,713,239,195
G41222,559,188,163
G41223,832,339,180
G41224,1118,406,255
G41225,8401,2121,2347
G41226,449,131,159
G41227,675,253,184
G41228,1346,383,345
G41229,950,281,185
G41231,1951,668,516
G41232,1238,376,324
G41233,1212,406,295
G41234,1764,681,336
G41235,464,148,112
G41236,456,149,117
G41301,316,139,77
G41302,413,152,137
G41304,1797,625,520
G41305,895,309,290
G41306,368,157,65
G41307,425,144,138
G41309,2085,523,738
G41311,344,150,82
G41312,1191,374,289
G41313,1298,374,274
G41314,865,258,238
G41315,1082,380,190
G41316,1256,336,423
G41317,1203,388,254
G41318,1250,387,343
G41319,430,141,72
G41321,965,219,305
G41322,803,332,190
G41323,1452,415,458
G41324,523,127,107
G41325,1286,430,326
G41326,1298,451,295
G41327,1162,373,304
G41328,1231,380,369
G41329,1139,271,347
G41331,826,293,211
G41332,2983,910,900
G41333,412,122,113
G41334,1454,389,502
G41335,657,179,236
G41336,495,155,182
G41337,977,312,304
G41338,1849,544,611
G41341,483,153,109
G41342,2375,809,529
G41343,2573,765,631
G41344,4165,1148,1249
G41401,535,218,166
G41402,4077,1608,983
G41403,1543,528,443
G41404,1282,489,315
G41405,840,249,250
G41406,1045,442,226
G41407,779,229,175
G41408,1446,626,235
G41409,2360,855,454
G41411,1611,656,270
G41412,233,114,57
G41413,2107,769,495
G41414,1801,700,419
G41415,1162,440,278
G41416,1595,443,400
G41417,1296,510,324
G41418,2343,786,592
G41419,1406,553,270
G41421,935,398,187
G41422,3745,932,981
G41423,1725,554,399
G41424,655,265,163
G41425,956,267,253
G41426,2291,732,552
G41427,456,153,89
G41428,1009,372,215
G41429,1207,398,266
G41501,1414,489,407
G41502,1831,543,612
G41503,3895,1115,1132
G41504,2387,731,868
G41505,1508,560,382
G41506,5244,1605,1652
G41507,2218,703,678
G41508,1026,347,330
G41509,1307,379,398
G41511,1767,580,527
G41512,1441,475,450
G41513,1037,311,291
G41514,2472,738,798
G41515,995,328,271
G41516,7328,2303,2168
G41517,2763,929,763
G41518,1789,624,501
G41521,2549,892,666
G41522,3427,1101,949
G41601,3166,1075,957
G41602,3595,1077,1184
G41603,3279,1092,889
G41604,1664,432,605
G41605,6972,2040,2354
G41606,4377,1367,1572
G41607,5113,1040,2109
G41608,739,206,263
G41609,4080,983,1440
G41611,1831,457,591
G41612,2052,656,586
G41613,1675,424,607
G41614,2180,502,916
G41615,2560,744,833
G41616,423,161,107
G41617,3614,827,1492
G41618,3690,809,1460
G41619,1017,307,333
G41621,1062,290,375
G41622,1274,376,383
G41623,758,224,266
G41624,3929,1085,1343
G41625,1677,548,528
G41626,3297,787,1221
G41627,1390,345,543
G41701,2638,825,776
G41702,1303,332,446
G41703,5895,1598,1711
G41704,934,335,280
G41705,1337,507,306
G41706,800,270,160
G41707,1393,447,387
G41708,754,337,146
G41709,3926,1547,975
G41711,2247,750,681
G41712,889,230,243
G41713,3921,1255,1073
G41714,667,186,216
G41715,2513,577,726
G41716,2066,741,584
G41717,857,326,239
G41718,906,297,242
G41719,1197,437,297
G41721,1304,455,235
G41722,3010,996,757
G41723,1163,365,319
G41724,516,150,176
G41725,421,133,149
G41726,1861,768,375
G41727,790,227,222
G41728,491,159,152
G41729,392,147,81
G41731,5001,1722,1472
G41732,1642,453,479
G41733,209,66,70
G41734,3147,1104,757
G41735,1826,520,541
G41736,1040,305,273
G41737,2715,762,829
G41738,2969,899,894
G41739,4330,1214,1345
G41741,1115,419,252
G41742,2876,849,680
G41743,4444,1315,1397
G41744,1182,387,374
G41745,1114,283,313
G41746,9000,2278,2972
G41747,3707,1217,1073
G41748,781,315,169
G41749,1246,329,395
G41751,1194,359,323
G41752,980,258,306
G41801,433,153,127
G41802,501,157,122
G41803,1966,640,536
G41804,3264,1055,898
G41805,1978,752,452
G41806,1680,567,430
G41807,1092,355,307
G41808,4564,1518,1296
G41809,702,225,196
G41811,2373,641,596
G41812,9403,3214,2576
G41813,710,237,206
G41814,1242,434,345
G41815,731,216,227
G41816,2170,780,709
G41817,1904,667,489
G41818,987,332,303
G41819,1496,563,417
G41821,1852,644,570
G41822,1598,610,359
G41823,4208,1128,1315
G41824,2558,956,731
G50201,4420,1671,1060
G50202,2803,1075,770
G50203,1679,706,374
G50204,3071,1038,929
G50205,13940,4132,4131
G50206,715,332,147
G50207,5355,1913,1520
G50208,3165,958,1063
G50209,3436,1032,969
G50211,1297,691,218
G50212,1092,449,243
G50213,1558,593,418
G50301,3036,837,988
G50302,2837,1019,866
G50303,3911,1216,1217
G50304,1382,495,346
G50305,3651,1204,974
G50306,1186,400,303
G50307,1102,395,334
G50308,2263,681,732
G50309,4163,1196,1346
G50311,2347,1008,544
G50312,1059,325,300
G50313,599,217,159
G50314,5147,1592,1462
G50315,1823,591,493
G50316,3120,990,975
G50317,3758,1292,1085
G50318,354,157,65
G50319,2636,896,728
G50321,2615,848,853
G50322,2879,1099,804
G50323,2441,696,823
G50324,4471,1545,1097
G50325,1862,746,511
G50326,4023,1241,1208
G50327,3641,1146,1090
G50328,966,334,258
G50329,2346,915,634
G50331,810,338,198
G50332,1463,439,434
G50335,5422,2317,1226
G50336,2820,848,856
G50337,4498,1659,1129
G50338,9965,3536,2690
G50339,7833,2636,2447
G50401,2871,1070,646
G50402,5047,1856,1011
G50403,2813,1106,529
G50404,7432,2600,1735
G50405,1316,581,302
G50406,1673,758,353
G50407,998,466,158
G50408,2099,879,481
G50409,412,189,96
G50411,2884,1234,653
G50412,1102,530,154
G50413,703,325,141
G50414,588,228,155
G50415,1138,384,256
G50416,1732,658,389
G50417,3400,1332,656
G50418,7871,2903,1900
G50419,1209,520,228
G50421,2566,793,696
G50422,325,95,42
G50423,2245,969,404
G50424,2234,812,473
G50425,693,307,130
G50501,295,115,48
G50502,457,173,93
G50503,1903,679,294
G50504,1314,488,273
G50505,442,251,37
